"registration_id","hacker_id","username","nickname","github_raw","registered_at"
175613,341991,"U_cf3628be21c623","Aradhya Agrawal","PhAnToMxSD",1785692576
175614,314366,"ankit-raj-11","Ankit raj","Ankit-raj-11",1785694422
175617,344047,"U_74ab4b02c61b23","23f2001033","23f2001033",1785704625
175621,324242,"kiter","kiter","PhiBao",1785708904
175626,41419,"U_97132a6c27becd","IsaacXVoxel","",1785717820
175633,166654,"Joseph_Mwangi","Joseph Mwangi","JosephNjorog",1785729585
175635,344140,"U_561d8b3d0a0ac2","adi","",1785740450
175641,143389,"fahmin","fahmin","fahmmin",1785747365
175643,344158,"U_54561565219f3b","arvindcr4","",1785748824
175647,77946,"madhav","Madhav","Madhav-Gupta-28",1785755083
175651,344175,"U_34433fc840d0f7","ehonemmanuel7","Emmythefirst",1785760452
175653,325675,"minos","minos","shrooms08",1785761943
175661,123537,"deepak18","0xdeepak18","deepakA18",1785770205
175662,219753,"U_3916febc1a673e","AlexanderMatt","Axlnd3r",1785771679
175664,344205,"divyansh333","divyanshkumar027","divyanshkumar333",1785771799
175668,94435,"folawewo","Anthony","Folawewo",1785776899
175669,82703,"U_d3f29eecf0c9e4","hacker7470","devarogundade",1785780740
175670,327201,"U_d2481c42b268dc","Heisbei_","Dotman-Bei",1785781814
175672,205003,"U_0ac095231b0615","ShivamSoni20","ShivamSoni20",1785783181
175676,339607,"shahwali-dev","Shah Wali","shahwali-dev",1785785629
175683,322544,"JS26","hacker@0007","",1785790679
175684,167413,"U_34ebc84cf69f73","Hacker777","",1785790698
175688,83510,"abdrauf","abdrauf","abdraufdele",1785802048
175697,342014,"idriskinze","idriskinze","idriskinze86",1785817628
175699,296749,"U_b58cfd795061bd","XRazeX","Jonathan-04-code",1785819070
175700,307625,"U_84687024130f38","Madhan","JMadhan1",1785820066
175703,297488,"U_7b3721195098d3","hacker2b888e6","satianurag",1785826982
175704,344266,"U_b360beda5fc75c","kackysaini8","",1785828499
175715,324003,"U_40caec3afabfd8","khorr_age","khoragee",1785841538
175716,344297,"huzaifa_2004","Huzaifa siddiqui","huzi0000",1785842929
175719,344078,"anoop","anoopbalan","anoopbalan25-creator",1785851406
175723,324341,"U_1ffd2f78e3fc6d","hacker2273cc8","ShalyX",1785855666
175727,335668,"U_7d3858d534c460","Mr Sage","GreatSage-dev",1785861644
175736,344313,"U_a50e5325dfe6fb","tirthzz-ctrl","",1785867749
175744,338321,"U_ec95b6efb448c5","cyberrockng","cyberrockng",1785880117
175746,24101,"U_85546eb2e87f9c","ChibuenyimE","",1785881902
175748,344342,"U_e542e0b3d883e1","eburujacintha","Dearie-de-cybek",1785886489
175750,278208,"U_cc2614b257ca25","aydi26","",1785888587
175751,342016,"U_750a1600e30233","Mofe-Bankole","Mofe-Bankole",1785894610
175752,208579,"iteoluwakisi","iteoluwakisi.eth","Belloabraham121",1785895792
175756,31300,"Carly17","Carly | Blockchain Security & MEV","Carlys17",1785901421
175758,344351,"astrokid","astrokid","",1785903471
175759,97721,"U_3fe5deea5d56a7","IJHO-NUl1l1","IJHO-NUl1l1",1785905316
175765,344340,"ferz","Ferz","ferzerz5-lab",1785911420
175767,215930,"shardzdb","Shardz","Shardz4",1785912192
175776,260166,"gemteplayer1","Shittuking","shittuking",1785920376
175782,341476,"U_c829f6e4a92126","Stepchik","j8cvgrm9ff-netizen",1785927508
175784,337680,"CaspianLabs","Caspian","",1785933227
175786,344278,"bigchiano","chrisochuko","bigchiano",1785934484
175793,209929,"atSingu_iitk","singUwUlarity","Singularityy0",1785941255
175795,259417,"Jayy4rl","Jayy4rl","Jayy4rl",1785943619
175803,343442,"U_94d6c3e46aee0f","Hashir Ahmad Dawood","tommycet",1785953426
175805,344224,"U_c9e66d56c1a0b2","hackerCoder","",1785956242
175810,135923,"i_am_dflame","David_Praise","Tonyflam",1785965064
175811,344374,"ochinimus","Sergiu O","seekdaseek",1785965804
175812,232614,"skahlo148","skahlo","SKAHLO",1785966702
175814,342806,"moustafa","moustafa","Leroiduxd",1785971025
175815,340744,"davre0","davre0","davre001",1785973130
175816,341170,"Mazwancreatives","Mazwan","Mazwancreatives",1785973130
175817,341167,"Dayston","Dayston","Xyrelix",1785973130
175818,322917,"U_5ab326b2134f8b","Divyansh jamwal","divyansh-v15-06",1785973461
175819,344416,"U_9b05510dfbb35b","Zoracle Labs","folajindayo",1785973922
175824,338800,"p3ris0n","p3ris0n","p3ris0n",1785977461
175827,247004,"SirHacksAlot","Sir Hacks A lot","EcosystemNetwork",1785984876
175830,329744,"U_a24745733ac017","Pratiikpy","",1785990568
175833,325911,"U_d0eb37fff8d044","hacker4e2ff55","ramanarolla1-source",1786000326
175839,176995,"g-prof","Emmanuel","Obiajulu-gif",1786007115
175840,183632,"devqueenn","DevQueen","oyingrace",1786007879
175847,336628,"U_0eb1adf2ad73ef","juhzinho","juhzinho",1786029953
175850,344334,"emperorjs","Emperor JS","emperorjsx",1786031610
175855,104530,"U_8f97ed3c75e47a","siddhant-k08","siddhant-k08",1786038901
175858,43834,"jagtapyash2512","0x_yasshhh_","yash251",1786041011
175860,337426,"Risingtell","Rising Technology","Risingtell",1786041629
175862,207407,"sigma_coder","Charles M S","charlesms1246",1786045211
175875,337062,"U_2df353e5cc94bf","JIMOH SODIQ BOLAJI","sodiq-code",1786082742
175878,123855,"oynozan","oynozan","oynozan",1786083986
175881,316034,"prieyan","prieyan","PRIEYAN",1786091957
175885,344548,"U_a5b4d734e04341","Leo","huolongluo",1786098663
175888,339915,"mide_xol","midexol","midexol",1786105033
175890,325770,"janneh2000","Janneh2000","janneh2000",1786110336
175897,344572,"U_16f093c95f5421","adepojutomiwa9","CryptoZephyr",1786115232
175904,277803,"U_fa7efe9392174d","HackonHack","Shlok1729",1786123566
175908,163086,"Maa-ly","Maa-ly","Maa-ly",1786142897
175909,99008,"U_d7e93fbcd8db47","Ily12as","",1786145021
175910,94609,"U_288dd46e5b78","Majidrashid","",1786145021
175911,43675,"U_07b69224c101f4","Theresa Kennedy","CodeBlackHackathon",1786145021
175912,20599,"faithful1ofall","faithful1ofall","faithful1ofall",1786145021
175913,187941,"AbdoViper","Abdelrahman Ahmed","AbdoViper23",1786145144
175916,203428,"Sadik_Sanzo","Sadik_Sanzo","sadik-tofik",1786160407
175919,339720,"AustinChris","Austin Chris","AustinChris1",1786168971
175922,315592,"im-a-nuel","im-F","Im-A-Nuel",1786173165
175928,322150,"Duns","mightycurry","dun999",1786187427
175938,343220,"x0130905","Goodwin","",1786201325
175948,20481,"U_f1c85352e8e27","holyAustin","holyaustin",1786210399
175953,344652,"U_080b5c36e696fc","Mridul-06-stack","Mridul-06-stack",1786213947
175956,344655,"aryxx4","ARY4","ARY4T",1786215394
175961,66850,"GokhanC","GokhanC","GokhanCey",1786228138
175975,332338,"neromtoobad","neromtoobad","neromtoobad",1786250906
175995,72046,"papajimjams","papajimjams","thisyearnofear",1786266688
175996,341545,"spiffamani","spiffamani","spiffamani",1786266884
176012,344106,"U_e46cace20d2957","Emmanuel-webDev","Emmanuel-webDev",1786285240
176013,217325,"nashki","nashki","ikhsanRamadhan",1786285367
176019,333410,"U_4eb86d8ebd2e7b","Max","MaxxxDong",1786287828
176036,231010,"maydarrell","maydarrell","FernandoMay",1786303325
176043,308470,"shivanshpathak95","SHIVANSH","shivanshpathak95",1786307498
176048,73325,"raldblox","raldblox","raldblox",1786315085
176053,190027,"U_07684431d5f6a9","OkeyAmy","OkeyAmy",1786320574
176055,303867,"U_10cde95f197b6e","saoro","javierpmateos",1786326447
176058,335190,"Mystiquemide001","mystiquemide","mystiquemide",1786330421
176060,343935,"U_a77a290b071c7f","adeyeleenoch01","dammygreene",1786334667
176079,251365,"U_Dude","The_Dude","Marvy247",1786354918
176082,54394,"U_6cd2a46a130238","angelraph","angelraph",1786357491
176084,324963,"Henessay","Henessay","henessay",1786357661
176088,123827,"argenestel","arg","argenestel",1786360779
176091,332445,"mahibkhan","maby","Maby02",1786361239
176100,309092,"Krish7-9","KRISHNA","SRIKRISH-S",1786363066
176107,344754,"michaelmann","Michael Mann","",1786368175
176111,96613,"U_534f783273a2c","Hexdee","Hexdee",1786371976
176117,344864,"U_19190e581edc1b","flarefoward","acunaladies27-maker",1786379080
176123,325482,"RitaCryptoTips","RitaCryptoTips","Ritapossible",1786381379
176147,344245,"RookAiAgent","RookAiAgent","Ai-Rook",1786397023
176149,192944,"U_382dc31c254a55","visualise_crypto","uzochukwuv",1786404632
176156,310482,"exluminate","asamarsal","asamarsal",1786419242
176161,344871,"shunling08","Stephenovo","stephenovo",1786428620
176169,328771,"kirahszn","Kirah","donlykirah",1786436947
176170,313877,"mansi0x","Mansi","Mansi2007275",1786438167
176174,341232,"U_2860ca7e80a853","Ubong Ntekim","ubongn",1786443957
176178,170431,"U_e1e58623e14cd2","hacker18","ombaviskar18",1786447122
176183,215954,"U_e3b8e5170b282","LSUDOKO","LSUDOKO",1786455221
176184,326016,"U_9c6cdd123b5011","Ali","Alike001",1786455988
176185,332360,"mishface","mishface","AmanM006",1786456933
176198,343830,,"yangyangmathematics-byte","yangyangnovelist-hub",1786463246
176202,225680,"georgekarapi","georgekarapi","georgekarapi",1786466623
176203,332034,"major101x","Ola","major101x",1786466647
176215,65069,"Amaan","AmaanSayyad","AmaanSayyad",1786478501
176222,315664,"Rasslonely","Rasslonely","Rasslonely",1786480537
176236,217229,"chefsavy","𝙳 𝙲𝙷𝙴𝙵","CHEF-SAVY",1786490489
176238,224031,"Teckdegen","Teck","Teckdegen",1786491698
176241,343338,"Riri_unfiltered","Riri","Justriri",1786494044
176242,344576,"U_91f038fd5d6755","hacker4f003f3","",1786495794
176246,290844,"BigBostonGuy","BBG","",1786499823
176250,254380,"dienmsk","scientivan","scientivan",1786501303
176266,345048,"Deeen_Codes","Tajudeeen","Tajudeeen",1786527342
176268,324753,"U_91693041b0d5ea","abaresks24","abaresks24",1786527821
176272,250239,"kafir","kafir","Kafiirr",1786529455
176286,344705,"U_253aa8bdfeb958","christopherakwuba4","drained69",1786539059
176288,345083,"bagusss66_","bagusardinp","bagusardin25",1786544322
176296,322963,"Samwissyy","Samwissyy","Akeredolu-Samuel",1786551722
176300,332231,"Datweb3guy","Datweb3guy","Datwebguy",1786553539
176301,344080,"Milites-Christi","Clay — Milites-Christi","Milites-Christi",1786554210
176304,251850,"mimpowo","mimpowo","envexx",1786556372
176307,205810,"Vasqq","Vasqq","Vasqq",1786558615
176311,262712,"U_2957788bfd0a10","hacker2e97fba","",1786560578
176317,200893,"kaptan_web3","Kaptan","karagozemin",1786567366
176319,321639,"khushvinder_01","khushvinder","thakursanju",1786567937
176322,160640,"Spydiecy","Tanishq","Spydiecy",1786569647
176323,345114,"TechAlien","ukachi chibueze","",1786569850
176324,140274,"FarajiOranj","FarajiOranj","FarajiOranj",1786570721
176334,185773,"Holuwaphemmy","Holuwaphemmy","Holuwaphemmy01",1786577109
176335,280557,"olathepavilion","Pavilion","Pavilion-devs",1786580008
176343,312656,"cassxbt","Cassxbt","cassxbt",1786586190
176345,345127,"U_c22c45a1ff077f","Lava","",1786587861
176347,154851,"vivekjami","vivekjami","",1786589250
176363,320585,"Timothy_Chimbiv","Timothy","Terese678",1786600986
176366,253902,"Rezacrown","Rizky Reza","Rezacrown",1786602371
176369,334921,"asuran","zkasuran","zkasuran",1786603147
176378,130135,"U_24f1f5da36f63e","Ayush","ayush4003",1786606504
